견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,GPT_특성
믹스,믹스,"Black, Brown",2020.01,1.1,6.4,http://www.animal.go.kr/files/shelter/2020/11/202101201301727.jpg,N,F,U,"파란바탕빨간줄 목걸이, 전선으로 리드줄, 양귀쫑긋, 유선발달, 유즙분비, 사람좋아함, 얌전함, 슬개골",경기도 양주시,"온순, 친화적, 슬개골이상"
믹스,믹스,"Brown, White",2019.01,2.1,11.3,http://www.animal.go.kr/files/shelter/2020/11/202101211101783.jpg,N,M,N,"우전지발목덫에걸림, 상완부부종및피부상처덫에걸린부위상처및출혈, 부종, 골절, 여윔, 짝기력없음, 겁많음",경기도 양주시,"골절, 부상, 여윔, 출혈, 부종, 겁O, 기력X"
믹스,믹스,Gray,2011.01,10.1,12.0,http://www.animal.go.kr/files/shelter/2020/11/202102020902293.png,N,M,N,"전신 털뭉침, 매우 사나움, 쇠 목줄 착용, 사상충 감염말기, 혈뇨, 빈혈, 복수증, 치석증, 안질충",충청남도 공주시,"심장사상충O, 털상태불량, 치석, 혈뇨, 빈혈, 안질충, 복수증, 사나움"
믹스,믹스,Beige,2021.01,0.1,3.0,http://www.animal.go.kr/files/shelter/2020/11/202102121702355.jpg,N,F,N,"웃는얼굴 너무 이쁨, 애교가 장난 아님, 만지기만 해도 배를 뒤집어깜, 언니 오빠에게도 지지않는 패기",전라남도 장성군,"패기, 애교, 귀여움, 다정"
믹스,믹스,Beige,2021.01,0.1,4.2,http://www.animal.go.kr/files/shelter/2020/11/20210217180293.jpg,N,M,N,"황색, 주둥이 끝 부분 검정 짝, 피부병이 있으며 어미견과 함께 입소, 다소 순하지만 사람을 무서워함",충청북도 청주시,"어미견과함께, 주둥이, 온순, 친화적X, 피부질환"
믹스,믹스,"Black, Brown",2019.01,2.1,8.67,http://www.animal.go.kr/files/shelter/2020/11/202102241702508.jpg,N,F,N,"종합백신접종, 코로나접종, 광견병접종, 레볼루션, 프론트라인, 사상충검사-음성, 하트가드 경구투여매월",전라남도 순천시,"친화적, 건강"
믹스,믹스,Ivory,2021.01,0.2,3.5,http://www.animal.go.kr/files/shelter/2020/11/202103121103327.jpg,N,F,N,"두마리함께화단에있었음, 전체적으로아이보리색털에 왼쪽눈점이 특징적임, 갈색코와 뾰족한입, 소심하고겁많음",경상북도 포항시,"겁O, 소심, 뾰족한입"
믹스,믹스,"Black, White",2021.01,0.0,3.9,http://www.animal.go.kr/files/shelter/2021/01/202101061401273.jpg,N,M,N,"양귀반접힘, 눈곱약간, 코검정, 부정교합, 겁있음, 소심함, 사람좋아함, 단미안됨, 털때탐, 피부질환",경기도 양주시,"소심, 부정교합, 친화적, 겁O, 오염, 꼬리단미O, 피부질환"
믹스,믹스,"Beige, White",2014.01,7.0,13.0,http://www.animal.go.kr/files/shelter/2021/01/20210114120164.jpg,N,M,N,"벌레방지목걸이, 갈색가죽목걸이, 낡목걸이, 왼귀쫑긋, 오른귀처짐, 다리짧음, 겁약간, 소심함, 칩있음",경기도 양주시,"낡음, 소심, 칩O, 겁O, 귀처짐, 짧은다리"
믹스,믹스,Black,2019.01,2.0,14.0,http://www.animal.go.kr/files/shelter/2020/11/202101102001263.jpg,N,F,N,"많이 마름, 입, 가슴, 다리부분 검정흰색반점, 매우순함, 베이지색 목줄과 쇠고리착용, 사람 잘 따름",전라남도 장성군,"온순, 여윔, 친화적"
믹스,믹스,"Brown, White",2021.01,0.1,10.4,http://www.animal.go.kr/files/shelter/2021/01/202102171402430.jpg,N,F,U,"머리에혈흔같거뭍어있음, 코주황, 양윗송곳니빠짐, 이갈이중인듯, 짝여윔, 겁많음, 소심함, 사람약간따름",경기도 양주시,"소심, 친화적, 출혈, 겁O, 송곳니"
믹스,믹스,White,2021.01,0.0,8.1,http://www.animal.go.kr/files/shelter/2020/11/20210108140157.jpg,N,F,U,"파란바탕노란줄 목걸이, 노끈리드줄, 입주변변색, 방어적입질, 조심스러움, 겁많음, 꼬리단미됨, 털때탐",경기도 양주시,"겁O, 오염, 소심, 꼬리단미O"
믹스,믹스,"Black, White",2022.01,0.5,3.4,http://www.animal.go.kr/files/shelter/2022/04/202206241006805.jpg,N,M,N,"예후불량, 혈설사, cpv양성7, 4, 종합, 광견병백신0623, CDV, CPV, CCV음성0623",충청남도 논산시,"코로나장염X, 광견병백신접종, 예후불량, 파보바이러스O, 종합백신접종, 홍역O, 설사, 백신"
믹스,믹스,"Black, Brown",2020.01,1.0,6.0,http://www.animal.go.kr/files/shelter/2020/11/202012191012891.jpg,N,F,U,"빨간바탕노란2줄 목걸이, 쇠사슬 리드줄, 양귀쫑긋, 코검정, 왼사타구니쪽 사마귀, 겁많음, 방어적입질",경기도 양주시,"입질O, 겁O"
믹스,믹스,"Beige, White",2018.01,3.0,23.0,http://www.animal.go.kr/files/shelter/2020/11/202012191112534.jpg,N,M,N,"빨간바탕노란줄 목걸이케이블타이로 고정, 양귀쫑긋, 코갈색, 눈물자국, 얌전함, 건들면 으르렁대다 입질",경기도 양주시,"입질O, 온순, 방어적"
믹스,믹스,"Brown, White",2015.01,6.0,13.0,http://www.animal.go.kr/files/shelter/2020/11/202012191112539.jpg,N,M,N,"색바랜목걸이, 왼귀끝 피부질환인듯, 여윔, 으르렁댐, 경계심함, 칩유무 및 정확한 중성화여부 확인불가",경기도 양주시,"여윔, 방어적, 칩U, 피부질환, 경계"
믹스,믹스,"Black, Brown",2006.01,15.0,25.0,http://www.animal.go.kr/files/shelter/2020/11/202012301212498.jpg,N,F,U,"경계심있음, 피부병, 백내장, 뒷다리에 힘을 잘 못 줌, 머리 못 가눔, 입 많이 못 벌림, 교통사고",경기도 안산시,"교통사고, 백내장, 머리고정, 입좁음, 피부질환, 경계, 뒷다리약함"
믹스,믹스,"Ivory, White",2020.01,1.0,3.4,http://www.animal.go.kr/files/shelter/2020/11/202012311512313.jpg,N,M,N,"6마리입소, 대형견아기, 얼굴에 약간 쭈굴한 느낌 있음, 털이 하얗고 풍성한 편, 귀 라인따라 황색털",경상북도 포항시,대형견
믹스,믹스,White,2019.01,2.0,7.7,http://www.animal.go.kr/files/shelter/2020/11/202101081401124.jpg,N,F,U,"파랑빨간 목줄, 양귀반접힘, 코갈색, 겁있음, 만지면 놀람, 방어적입질, 소심, 꼬리단미안됨, 털때탐",경기도 양주시,"방어적, 소심, 긴장, 겁O, 오염, 꼬리단미O"
믹스,믹스,"Brown, White",2020.01,1.0,15.1,http://www.animal.go.kr/files/shelter/2020/11/202101081401202.jpg,N,F,U,"파란바탕노란줄목걸이, 끈리드줄, 눈곱약간, 콧등짝탈모상처, 으르렁댐, 짖음, 입질심함, 정확한나이불가",경기도 양주시,"짖음, 정확한나이불가능, 끈리드, 방어적, 입질O"
포메라니안,포메라니안,"Brown, White",2016.01,5.1,3.8,http://www.animal.go.kr/files/shelter/2021/01/202101251501469.jpg,N,M,U,"파란목줄, 왼눈눈물자국, 오른눈없음, 적출, 겁있음, 짝 으르렁거리나 사람따름, 소심함, 양슬개골심함",경기도 양주시,"방어적, 친화적, 소심, 겁O, 슬개골이상"
믹스,믹스,"Black, White",2021.01,0.1,3.0,http://www.animal.go.kr/files/shelter/2021/01/202102181602732.jpg,N,M,N,"인적이 드문곳 새끼4마리 고의 유기, 가슴털이 너무 귀여움, 네발 덧버선 신음, 얼굴이 영리하게 생김",전라남도 장성군,"유기, 똑똑, 귀여움, 낑낑댐"
믹스,믹스,Black,2018.01,3.4,12.0,http://www.animal.go.kr/files/shelter/2021/05/20210523210586.jpg,N,F,N,"컨테이너 밑에 여섯마리 새끼 출산, 작에도 출산했으나 새끼를 모두 잃었다고 함, 조용하지만 강한 엄마",전라남도 장성군,"조용, 강함"
믹스,믹스,"Black, Brown",2021.01,0.3,7.0,http://www.animal.go.kr/files/shelter/2021/03/202104111404391.jpg,N,F,N,"보생 5남매중1, 순둥순둥 너무 귀여운아이, 엄마 닮아 더 예쁜듯, 엄마처럼 미모견이 될래요, ^^^",전라남도 장성군,"엄마닮음, 미모, 온순, 귀여움"
믹스,믹스,Beige,2020.01,1.3,13.0,http://www.animal.go.kr/files/shelter/2021/04/202104131304276[1].jpg,N,M,N,"벽과 담 사이에 빠져서 못 나오고 있어 구조, 경계 엄청 심하며 입질있음, 사람 손타지 않 들개 느낌",경상북도 포항시,"입질O, 친화적X, 경계, 들개느낌"
믹스,믹스,"Brown, White",2011.01,10.3,3.7,http://www.animal.go.kr/files/shelter/2021/04/202104191404344.jpg,N,M,Y,"오른귀 큰 종양있음, 이빨거의없음, 여윔, 사람따름, 온순, 꼬리단미안됨, 털때탐, 백내장, 피부질환",경기도 양주시,"대형견, 건강불량, 온순, 여윔, 친화적, 꼬리단미X, 탈모, 백내장, 피부질환"
믹스,믹스,"Black, White",2019.01,2.3,7.0,http://www.animal.go.kr/files/shelter/2021/05/202105041505380.jpg,N,M,N,"파빨간색목줄, 쇠사슬리드줄, 털뭉침심함, 부정교합윗턱이더나옴, 사람따름, 얼굴, 생식기쪽만지려하면예민",경기도 양주시,"예민, 부정교합, 친화적"
믹스,믹스,White,2021.01,0.4,4.2,http://www.animal.go.kr/files/shelter/2021/05/202105141505340.jpg,N,F,U,"빨간바탕노란줄목줄, 쇠사슬리드줄, 빨검리드줄같이옴, 피부질환, 뒷발등발적및약간탈모, 사람좋아함, 활발",경기도 양주시,"탈모, 피부질환, 친화적, 활발"
믹스,믹스,"Brown, White",2018.01,3.4,9.3,http://www.animal.go.kr/files/shelter/2021/05/20210514150576.jpg,N,F,U,"양귀쫑긋, 코주황, 발정, 겁많음, 도망다님, 움찔거림, 입질, 칩유무확인불가, 꼬리단미안됨, 털때탐",경기도 양주시,"발정, 방어적, 칩U, 겁O, 도망다님, 오염, 꼬리단미O, 입질O"
믹스,믹스,"Black, Brown, White",2019.01,2.4,9.0,http://www.animal.go.kr/files/shelter/2021/05/202105141505886[1].jpg,N,M,N,"파란바탕검정줄무늬 목줄, 양귀반접힘, 겁있음, 사람 어느 따름, 낑낑댐, 짖음, 낯선소리날시 으르렁댐",경기도 양주시,"짖음, 방어적, 친화적, 겁O, 낑낑댐"
믹스,믹스,"Beige, Black, Ivory",2020.01,1.1,12.0,http://www.animal.go.kr/files/shelter/2021/01/202102211502770.jpg,N,F,N,"포획틀에 잡힘, 소심하며 경계약간 있고 눈을 피함, 사람이 익숙하지 않 아이, 암컷인데 잘생긴게 함정",경상북도 포항시,"익숙하지않음, 소심, 경계, 잘생김"
믹스,믹스,"Brown, White",2017.01,4.2,15.0,http://www.animal.go.kr/files/shelter/2021/03/202103261303607.jpg,N,M,N,"쇠사슬리드줄, 검정목줄, 오른윗송곳니 부러짐, 짧음, 양후지며느리발톱, 겁있음, 호기심약간, 사람따름",경기도 양주시,"골절, 양후지, 친화적, 짧음, 겁O, 호기심, 발톱관리필요"
믹스,믹스,"Black, Brown, White",2013.01,8.1,7.3,http://www.animal.go.kr/files/shelter/2021/01/202102231302135.jpg,N,F,U,"부정교합, 아래앞니일부빠짐, 지역병원에서복수제거했다고함, 마른기침, 겁있음, 사람따름, 심장사상충양성",경기도 양주시,"아래앞니빠짐, 여윔, 부정교합, 친화적, 심장질환, 겁O"
믹스,믹스,"Brown, White",2020.01,1.2,13.0,http://www.animal.go.kr/files/shelter/2021/03/202103161203479.jpg,N,M,Y,"양귀반접힘, 코검정, 전신미용흔적, 꼬리털더긺, 으르렁댐, 경계, 입질, 정확한 나이및 칩유무확인불가",경기도 양주시,"나이불확실, 방어적, 칩U, 미용, 꼬리털, 입질O, 경계"
믹스,믹스,"Beige, White",2019.01,2.2,13.0,http://www.animal.go.kr/files/shelter/2021/03/202103191903932.jpg,N,F,N,"하우스안에 새끼출산, 출산을 했는데도 사람을 경계하지 않아 도망가지 않고 끝까지 새끼들을 품고 있었음",전라남도 장성군,"충성심, 신중"
믹스,믹스,"Brown, White",2021.01,0.2,6.0,http://www.animal.go.kr/files/shelter/2021/03/202103221103433.jpg,N,F,U,"분홍목줄, 양귀반접힘, 코갈색, 이갈이중, 겁많음, 경계, 방어적입질, 덜덜떪, 꼬리단미안됨, 털때탐",경기도 양주시,"방어적, 긴장, 겁O, 오염, 꼬리단미O, 경계"
믹스,믹스,"Brown, White",2021.01,0.2,9.5,http://www.animal.go.kr/files/shelter/2021/03/202103221103790.jpg,N,M,N,"파란목줄, 기저귀착용, 코갈색, 이갈이중, 사람따름, 얌전, 온순함, 꼬리단미안됨, 털상태, 잠복고환",경기도 양주시,"잠복고환, 온순, 친화적, 꼬리단미X, 털상태양호"
믹스,믹스,"Brown, White",2017.01,4.2,17.0,http://www.animal.go.kr/files/shelter/2021/03/202103241403121.jpg,N,M,N,"코검정, 우전지발가락부위 짓눌림, 개방성골절, 왼윗송곳니부러진듯, 겁많음, 경계, 움찔댐, 방어적입질",경기도 양주시,"골절, 방어적, 짓눌림, 겁O, 경계"
믹스,믹스,White,2018.01,3.2,9.2,http://www.animal.go.kr/files/shelter/2021/03/202103241403877.jpg,N,F,U,"양귀쫑긋, 왼눈돌출 및 손상, 혈흔오염, 왼다리들고있음, 파행, 부정교합, 여윔, 사람좋아함, 활발함",경기도 양주시,"친화적, 활발"
믹스,믹스,"Black, Brown, White",2021.01,0.8,4.0,http://www.animal.go.kr/files/shelter/2021/10/202111021511848[1].jpg,N,M,N,"양귀반접힘, 코검정, 양뒷다리며느리발톱, 겁약간, 사람따름, 활발함, 낑낑거림, 꼬리단미안됨, 털때탐",경기도 양주시,"활발, 친화적, 꼬리단미X, 겁O, 오염, 며느리발톱, 낑낑댐"
믹스,믹스,"Brown, White",2021.01,1.2,16.0,http://www.animal.go.kr/files/shelter/2022/03/202203041503775.jpg,N,M,N,"초록바탕 노란줄무늬 목줄, 왼귀쫑긋, 오른귀 반접힘, 코검정, 사람따름, 얌전, 꼬리단미안됨, 털상태",경기도 양주시,"털상태미상, 온순, 친화적, 꼬리단미X"
믹스,믹스,"Black, Brown, White",2021.01,1.2,13.0,http://www.animal.go.kr/files/shelter/2022/03/202203111503954[1].jpg,N,M,N,"주황바탕빨간줄 목줄, 초록색 리드줄, 양귀반접힘, 사람좋아함, 활발함, 짖음, 낑낑거림, 꼬리단미안됨",경기도 양주시,"짖음, 활발, 친화적, 꼬리단미X, 낑낑댐"
믹스,믹스,Brown,2012.01,10.2,6.5,http://www.animal.go.kr/files/shelter/2022/03/202203141603393.jpg,N,M,N,"고, 왼귀끝 짝접힘, 오른귀 쫑긋, 양어금니, 송곳니, 앞니 대부분 빠짐, 거밤ㄶ음, 소심, 도망다님",경기도 양주시,"소심, 거밤음, 앞니빠짐, 도망다님, 귀접힘, 송곳니"
믹스,믹스,Brown,2020.01,2.2,8.0,http://www.animal.go.kr/files/shelter/2022/03/202203161203466.jpg,N,F,U,"양귀반접힘, 눈곱, 코검정, 콧물심함, 홍역:양성, 호흡거침, 기력없음, 여윔, 꼬리단미안됨, 털때탐",경기도 양주시,"여윔, 꼬리단미X, 오염, 호흡문제, 콧물, 기력X"
믹스,믹스,"Brown, White",2021.01,1.2,8.4,http://www.animal.go.kr/files/shelter/2022/03/202203211203199.jpg,N,M,N,"빨간 목줄, 빨간 리드줄, 양귀반접힘, 코검정, 코주변 피부질환, 소심, 겁많음, 꼬리단미됨, 털때탐",경기도 양주시,"소심, 겁O, 오염, 꼬리단미O, 피부질환"
믹스,믹스,"Black, Brown, White",2021.01,1.2,15.0,http://www.animal.go.kr/files/shelter/2022/03/20220321120325.jpg,N,F,U,"양귀쫑긋, 코검정, 콧등흉터, 좌후지 발목아래 상처, 겁있음, 사람따름, 소심, 꼬리단미안됨, 털때탐",경기도 양주시,"소심, 친화적, 오염, 겁O, 꼬리단미O"
믹스,믹스,Black,2022.01,0.2,2.5,http://www.animal.go.kr/files/shelter/2022/03/202203211503915.jpeg,N,F,N,"암컷 4, 수컷 1, 3, 23, 1마리 사망, 3, 27 암1, 수1 사망, 3, 28, 암1 사망",충청남도 금산군,사망
믹스,믹스,"Black, Brown",2021.01,1.2,15.0,http://www.animal.go.kr/files/shelter/2022/03/202203221403181.jpg,N,F,U,"양귀끝처짐, 코검정, 양후지파행, 제대로 기립못함, 겁, 입질, 칩유무확인불가, 꼬리단미안됨, 털때탐",경기도 양주시,"기립불능, 양후지, 칩U, 꼬리단미X, 겁O, 오염, 입질O"
믹스,믹스,"Brown, White",2019.01,3.1,21.0,http://www.animal.go.kr/files/shelter/2022/02/202202211402151.jpg,N,M,N,"밧줄목줄, 콧등상처흔적, 목줄로인한목상처흔적, 양아래송곳니측면부정교합으로인한마모, 왼앞니부러짐, 얌전",경기도 양주시,"골절, 온순, 상처, 송곳니, 마모"
믹스,믹스,"Brown, White",2012.01,10.1,3.3,http://www.animal.go.kr/files/shelter/2022/02/202202191402423.jpg,N,M,N,"파란바탕 노란줄 목걸이, 양 귀 쫑긋, 코검정, 기립못함, 기력없음, 왼등 상처, 이빨 일부없음, 고",경기도 양주시,"이빨일부없음, 기립불능, 상처, 기력X"
믹스,믹스,Ivory,2020.01,2.2,10.0,http://www.animal.go.kr/files/shelter/2022/03/202203271103321.jpg,N,F,N,"검정목테착용, 칩없음, 짧 털에 따로 관리 안해도 될로 깔끔한 스타일, 엄청엄청 순함!!새끼6같이입소",경상북도 포항시,"온순, 활발, 깔끔한스타일"
믹스,믹스,"Black, White",2022.01,0.1,2.3,http://www.animal.go.kr/files/shelter/2022/01/20220128150193.jpg,N,M,N,"양귀반접힘, 코검정, 지속적으로 낑낑거리며 통증 호소, 윗입술 양옆 긁힌상처, 낑낑댐, 겁약간, 얌전",경기도 양주시,"온순, 상처, 겁O, 통증호소, 낑낑댐"
화이트테리어,화이트테리어,Gray,2014.01,8.1,8.0,http://www.animal.go.kr/files/shelter/2022/01/202202031602940.jpg,N,F,U,"어쩌다 주인을 놓쳐 이 지경으로 됐을까요, 미용만 하면 예쁠 아이니 부디 좋 주인이 나와 꽃길만 걷길",경상북도 예천군,"활발, 친화적, 예쁨"
믹스,믹스,"Brown, White",2019.01,3.1,14.0,http://www.animal.go.kr/files/shelter/2022/01/202202121102427.jpg,N,F,U,"초록바탕가운데 빨간줄 목줄, 왼위송곳니 부러진듯, 짝여윔, 소심, 움찔댐, 천천히다가가면쓰다듬는건허용",경기도 양주시,"골절, 방어적, 소심, 친화적, 긴장"
믹스,믹스,White,2022.01,0.1,1.0,http://www.animal.go.kr/files/shelter/2022/02/20220216140279.jpg,N,F,N,"임신을 한채 거리를 떠돌던 어미견이 보호소에 입소해 출산을 함, 너무 귀여운 아이들 가족이 되어주세요",전라남도 장성군,"출산, 귀여움"
믹스,믹스,White,2022.01,0.2,13.0,http://www.animal.go.kr/files/shelter/2022/03/202203231303159.jpg,N,M,U,"끊어진리드줄달린 초록바탕, 빨간줄 목줄, 귀끝짝처짐, 이갈이중, 도망다님, 겁많음, 소심, 방어적입질",경기도 양주시,"소심, 겁O, 방어적, 도망다님"
믹스,믹스,"Brown, White",2018.01,4.2,14.0,http://www.animal.go.kr/files/shelter/2022/03/202203281303722.jpg,N,F,U,"양귀쫑긋, 코검정, 피부질환, 몸 곳곳 털빠짐, 상처, 사나움, 공격적, 입질, 꼬리단미안됨, 털때탐",경기도 양주시,"털빠짐O, 상처, 오염, 사나움, 꼬리단미O, 입질O, 피부질환"
말티즈,말티즈,White,2012.01,10.1,2.4,http://www.animal.go.kr/files/shelter/2022/01/202201271301993.jpg,N,M,Y,"카키색모자달린털옷, 눈물자국, 백내장, 고, 전신미용흔적, 양위송곳니많이닳아있음, 양슬개골, 피부질환",경기도 양주시,"송곳니많음, 피부질환, 백내장, 미용, 고령, 슬개골이상"
믹스,믹스,"Black, Brown",2022.01,0.3,4.0,http://www.animal.go.kr/files/shelter/2022/04/202204270904371.jpg,N,F,N,"옴, 진드기 및 각종 피부병 열심히 치료중, ㅠ, 아주 순하고 볼수록 귀엽게 생긴 복슬복슬 강아지 ♡",경상남도 사천시,"온순, 슬개골이상, 귀여움"
믹스,믹스,"Brown, White",2022.01,0.4,5.3,http://www.animal.go.kr/files/shelter/2022/04/202205121605612.jpg,N,F,U,"양귀반접힘, 코검정, 소심, 겁약간, 천천히 다가가면 사람따름, 진드기오염, 꼬리단미안됨, 털상태불량",경기도 양주시,"소심, 친화적, 꼬리단미X, 겁O, 오염, 털상태미상"
믹스,믹스,"Beige, Brown",2018.01,4.4,17.0,http://www.animal.go.kr/files/shelter/2022/04/202206071706475.jpg,N,M,N,"양귀처짐, 코검정, 우전지 없음, 좌안눈곱, 기력없음, 비틀댐, 겁있음, 얌전, 꼬리단미안됨, 털상태",경기도 양주시,"온순, 꼬리단미X, 겁O, 털상태미상, 비틀댐, 기력X"
믹스,믹스,"Black, White",2021.01,1.4,7.0,http://www.animal.go.kr/files/shelter/2022/04/202206131006175.jpg,N,F,N,"어미견, 일가족이 한꺼번에 보호소 입소, 이 순하고 착한 강아지들 중 단 몇마리라도 입양갈 수 있다면",경상북도 예천군,"어미견, 온순, 소수"
믹스,믹스,White,2018.01,4.5,13.0,http://www.animal.go.kr/files/shelter/2022/04/202206211406622.jpg,N,M,N,"양귀쫑긋, 코초코색, 주황색 가죽목줄, 경계심함, 입질있음, 다가가면 으르렁댐, 꼬리단미안됨, 털때탐",경기도 양주시,"방어적, 오염, 꼬리단미O, 입질O, 경계"
믹스,믹스,"Black, White",2021.01,1.3,9.0,http://www.animal.go.kr/files/shelter/2022/04/202204271504915.jpg,N,F,U,"라이카 느낌 짝 있는 멋쟁이 아가씨, 또렷하고 예리한 눈매에 그렇지 못한 무한한 애교가 격하게 귀여움",경상북도 포항시,"귀여움, 애교, 매력적"
믹스,믹스,"Brown, White",2020.01,2.3,14.0,http://www.animal.go.kr/files/shelter/2022/04/20220406140466.jpg,N,F,U,"하얀바탕에 동물그려진 목줄철사로 만들 리드줄, 양후지 며느리 발톱, 사람좋아함, 겁약간, 꼬리단미안됨",경기도 양주시,"겁O, 친화적, 꼬리단미X"
믹스,믹스,"Brown, White",2016.01,6.3,9.0,http://www.animal.go.kr/files/shelter/2022/04/202204111504548.jpg,N,M,U,"빨간바탕노란줄무늬 목줄, 양귀반접힘, 코갈검, 부정교합, 윗앞니 몇개 빠짐, 겁있음, 소심, 사람따름",경기도 양주시,"소심, 겁O, 부정교합, 친화적"
믹스,믹스,Black,2022.01,0.3,8.87,http://www.animal.go.kr/files/shelter/2022/04/202204121904401.jpg,N,M,N,"상부위장관 출혈약의심, X-ray및혈액검사 : 급성빈혈수혈이필요한상태, 소염진통제, 항셍제, 목드레싱",전라남도 순천시,"빈혈, 수혈, 염증, 출혈, 목드레싱, 항생제"
믹스,믹스,"Brown, White",2020.01,2.3,14.0,http://www.animal.go.kr/files/shelter/2022/04/202204141404945.jpg,N,M,N,"왼귀 끝 접힘, 오른귀 쫑긋, 코검정, 겁짝, 소심, 천천히 다가가면 사람따름, 단미안됨, 털상태불량",경기도 양주시,"소심, 친화적, 꼬리단미X, 겁O, 털상태미상"
믹스,믹스,"Black, White",2022.01,0.3,2.3,http://www.animal.go.kr/files/shelter/2022/04/202204181504803.jpg,N,F,U,"양귀반접힘, 코검정, 진드기오염, 겁있음, 움찔댐, 소심, 방어적입질 약간, 꼬리단미안됨, 털상태불량",경기도 양주시,"방어적, 소심, 꼬리단미X, 겁O, 오염, 털상태미상, 입질O"
믹스,믹스,Brown,2020.01,2.3,13.0,http://www.animal.go.kr/files/shelter/2022/04/202204231304137.jpg,N,F,N,"임신 한 강아지가 신고인 집에들어와 나가지 않음, 보호소에소 세마리 출산후 육아중, 가족이 되어주세요",전라남도 장성군,"임신, 출산, 육아"
믹스,믹스,"Black, White",2022.01,0.1,5.3,http://www.animal.go.kr/files/shelter/2022/01/202201271401843.jpg,N,M,N,"교통사고견, 초록바탕노란줄 목걸이, 몸 못가눔, 기립불능, 기력없음, 침흘림, 경련홍역: 음성, 얌전",경기도 양주시,"미동, 침흘림, 온순"
믹스,믹스,"Brown, White",2016.01,5.9,20.0,http://www.animal.go.kr/files/shelter/2021/11/202112021312828.jpg,N,M,N,"양귀반접힘, 코갈검, 겁많음, 소심, 움찔댐, 천천히 다가가면 사람 약간 따름, 꼬리단미안됨, 털상태",경기도 양주시,"소심, 방어적, 친화적, 꼬리단미X, 겁O, 털상태미상"
믹스,믹스,"Brown, White",2020.01,1.9,9.0,http://www.animal.go.kr/files/shelter/2021/11/202112071512673.jpg,N,F,U,"양귀쫑긋, 귀 뒤로 잘넘김, 코분홍검정, 멀미한듯, 겁약간, 사람좋아함, 활발, 꼬리단미안됨, 털때탐",경기도 양주시,"멀미, 활발, 친화적, 잘넘김, 꼬리단미X, 겁O, 오염"
믹스,믹스,"Black, White",2016.01,5.9,9.5,http://www.animal.go.kr/files/shelter/2021/11/202112101512819.jpg,N,F,U,"빨간바탕노란줄무늬 목줄, 왼윗송곳니 없는듯, 으르렁댐, 겁많음, 소심, 천천히 다가가면 사람 약간따름",경기도 양주시,"방어적, 친화적, 소심, 겁O, 송곳니결핍"
믹스,믹스,White,2020.01,1.9,14.0,http://www.animal.go.kr/files/shelter/2021/11/202112131312613.jpg,N,F,U,"초록바탕노란줄 목걸이, 사슬, 양귀쫑긋, 코갈색, 좌안 혼탁, 사람따름, 꼬리단미안됨, 털상태, 발정",경기도 양주시,"털상태미상, 발정, 친화적"
믹스,믹스,"Black, Brown, White",2021.01,0.9,6.7,http://www.animal.go.kr/files/shelter/2021/11/202112141112234.jpg,N,M,N,"빨간줄파란테두리목줄, 노란줄빨간테두리리드줄, 겁많음, 이마콧등 흰털세로무늬, 앞발, 뒷발 일부분 흰털",경기도 양주시,겁O
믹스,믹스,"Brown, White",2020.01,2.0,8.0,http://www.animal.go.kr/files/shelter/2021/12/202112151012539.jpg,N,M,U,"눈 주변에 갈색 안경 씀, 수줍게 와서 꼬리 흔들고 곁을 내줌, 하트모양코, 흰색과 갈색의 찐한 조합",경상북도 예천군,"하트모양코, 소심, 친화적"
믹스,믹스,White,2016.01,6.0,16.0,http://www.animal.go.kr/files/shelter/2021/12/202112181312156.jpg,N,M,N,"파란바탕 노란줄목걸이, 전신피부질환심함, 비틀댐, 기력없음, 여윔, 얌전함, 꼬리단미안됨, 털상태불량",경기도 양주시,"온순, 여윔, 꼬리단미X, 털상태미상, 피부질환, 비틀댐, 기력X"
믹스,믹스,"Brown, White",2019.01,2.9,14.0,http://www.animal.go.kr/files/shelter/2021/11/202111201411134[1].jpg,N,F,U,"양귀쫑긋, 코주황, 유두큼, 덜덜떪, 겁많음, 소심함, 쓰다듬는건 어느 허용함, 꼬리단미안됨, 털때탐",경기도 양주시,"소심, 친화적, 유두, 긴장, 꼬리달기, 겁O, 오염"
믹스,믹스,"Black, Brown, White",2019.01,2.8,13.0,http://www.animal.go.kr/files/shelter/2021/11/202111041111612.jpg,N,F,U,"양귀쫑긋, 코검정, 양후지며느리발톱, 겁많음, 소심, 천천히 다가가면 사람따름, 꼬리단미안됨, 털때탐",경기도 양주시,"소심, 친화적, 오염, 겁O, 꼬리단미O"
믹스,믹스,"Brown, White",2022.01,0.1,13.0,http://www.animal.go.kr/files/shelter/2022/01/202201251601811.jpg,N,M,N,"양귀쫑긋, 코주황, 앞니이갈이중, 송곳니유치, 겁많음, 소심함, 움찔거림, 사람약간따름, 꼬리단미안됨",경기도 양주시,"소심, 방어적, 친화적, 꼬리단미O, 겁O, 송곳니"
믹스,믹스,"Brown, White",2019.01,2.9,14.0,http://www.animal.go.kr/files/shelter/2021/11/202111101411147.jpg,N,F,U,"코주황, 목왼쪽일부, 오른눈이일부털빠짐, 피부질환의심, 만지려하면으르렁거림, 겁많음, 소심함, 덜덜떪",경기도 양주시,"털빠짐O, 소심, 방어적, 겁O, 피부질환"
